sample_id,SLOT_MAIN_LENGTH,SLOT_MAIN_HEIGHT,PATCH_BRICK_1_SIDE_MARGIN,PATCH_BRICK_1_TOP_MARGIN,PATCH_BRICK_3_BOTTOM_MARGIN,PATCH_BRICK_2_HEIGHT_MARGIN,PATCH_BRICK_4_MARGIN,UPPER_CORNER_NOTCH_1_K1,UPPER_CORNER_NOTCH_1_K2,UPPER_CORNER_EAR_1_K1,UPPER_CORNER_EAR_1_K2,LOWER_CORNER_NOTCH_1_K1,LOWER_CORNER_NOTCH_1_K2,LOWER_CORNER_EAR_1_K1,LOWER_CORNER_EAR_1_K2,LOWER_CORNER_EAR_2_K1,LOWER_CORNER_EAR_2_K2,BRANCH_UP_1_K,BRANCH_UP_1_K2,BRANCH_UP_1_K3,BRANCH_DOWN_1_K,BRANCH_DOWN_1_K2,BRANCH_DOWN_1_K3,geometry_valid,geometry_error,final_conductor_components
31,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.36801713305541689,0.68932897266917714,0.40765276354437918,0.5,0.5,0,True,,1
32,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.86743696099846668,0.54492506393053475,0.95826418751316444,0.5,0.5,0,True,,1
33,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.48038985980840754,0.20698080261090041,0.84040816555479259,0.5,0.5,0,True,,1
34,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.85952743947356802,0.87679308217998231,0.51637947200457723,0.5,0.5,0,True,,1
35,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.67878882751608927,0.10799305996443037,0.75354279691955861,0.5,0.5,0,True,,1
36,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.94702238827371954,0.76072557809611219,0.37889703679601738,0.5,0.5,0,True,,1
37,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.62732856712670515,0.8727253968161518,0.89623040799339304,0.5,0.5,0,True,,1
38,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.96300682253309289,0.7037267839023551,0.60620845040873395,0.5,0.5,0,True,,1
39,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.45120010834842794,0.9890624130887371,0.44889486857531574,0.5,0.5,0,True,,1
40,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.55011210531866972,0.2471541984083272,0.76683553597217979,0.5,0.5,0,True,,1
41,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.41155266962929993,0.94017133826851418,0.69491052764112404,0.5,0.5,0,True,,1
42,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.72345119143740799,0.65134722481307761,0.52240182864722506,0.5,0.5,0,True,,1
43,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.50388239422838155,0.95114586849230354,0.61186910887416934,0.5,0.5,0,True,,1
44,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.53416541071928803,0.73836665123126177,0.72919251232028015,0.5,0.5,0,True,,1
45,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.41594217106379044,0.59317915098130547,0.65704930863182454,0.5,0.5,0,True,,1
46,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.38049411952128742,0.40722199875482401,0.057041906233413486,0.5,0.5,0,True,,1
47,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.14344240859452326,0.25154384608606195,0.99203450917564862,0.5,0.5,0,True,,1
48,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.99847429969512869,0.97684549932132581,0.38864109783885314,0.5,0.5,0,True,,1
49,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.17134547535065475,0.43862041199728297,0.53702596882988618,0.5,0.5,0,True,,1
50,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.18690705158427728,0.15391454972356616,0.25669777933946425,0.5,0.5,0,True,,1
51,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.74264427687547907,0.23383217114687421,0.33918404235484595,0.5,0.5,0,True,,1
52,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.096967532751104535,0.61126094002442843,0.63449651069815383,0.5,0.5,0,True,,1
53,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.11195818479080245,0.76637094327240418,0.23137099317814286,0.5,0.5,0,True,,1
54,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.71682923621690731,0.84780457023970868,0.28917865237819496,0.5,0.5,0,True,,1
55,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.43520584098292531,0.41981626643262709,0.87754123776055892,0.5,0.5,0,True,,1
56,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.32555288250383485,0.90428546970583812,0.58448653759746039,0.5,0.5,0,True,,1
57,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.60162393109106482,0.65797261851409872,0.55620828939910127,0.5,0.5,0,True,,1
58,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.34708058295787786,0.21698850045875762,0.084346365727193284,0.5,0.5,0,True,,1
59,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.71245494489928063,0.34181952509800606,0.8213899740942695,0.5,0.5,0,True,,1
60,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.90147903043113331,0.43249203042159029,0.56737999886500168,0.5,0.5,0,True,,1
61,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.79720938134997965,0.95312755366463342,0.24797823319108281,0.5,0.5,0,True,,1
62,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.85359327469114943,0.37413582055430256,0.11023969462437883,0.5,0.5,0,True,,1
63,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.76414551401210273,0.50223098716898851,0.11784805100682545,0.5,0.5,0,True,,1
64,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.40309394363367956,0.96010910042772313,0.55209127738688513,0.5,0.5,0,True,,1
65,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.8111519735459024,0.62810201003353927,0.35944952237182842,0.5,0.5,0,True,,1
66,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.75518509208156281,0.52599655377646848,0.17925050768431028,0.5,0.5,0,True,,1
67,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.78314963672974591,0.11276223597650407,0.43304484825025452,0.5,0.5,0,True,,1
68,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.43136836116669636,0.54170253010535974,0.78249692060710974,0.5,0.5,0,True,,1
69,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.45944711764992396,0.90870661426748145,0.58348957493928544,0.5,0.5,0,True,,1
70,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.83820990193181422,0.51465564642606909,0.25166547048493659,0.5,0.5,0,True,,1
71,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.69902702336017841,0.12441116217982821,0.16162174483897096,0.5,0.5,0,True,,1
72,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.19504208933445599,0.072780184799167896,0.5911942502320181,0.5,0.5,0,True,,1
73,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.27852310498924598,0.3308157341949029,0.89238954170847162,0.5,0.5,0,True,,1
74,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.73888381781866053,0.64528987509760816,0.79603807913771396,0.5,0.5,0,True,,1
75,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.97665241554917148,0.14765631065546625,0.65232237341304322,0.5,0.5,0,True,,1
76,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.63173461072696047,0.60036895815971503,0.78024700505459998,0.5,0.5,0,True,,1
77,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.57243515285173863,0.28380521077376852,0.27830497182975272,0.5,0.5,0,True,,1
78,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.92703563426276669,0.50386292523819043,0.85606893129224759,0.5,0.5,0,True,,1
79,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.7934580390038577,0.85549237739201323,0.66913572190081716,0.5,0.5,0,True,,1
80,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.061218142832030455,0.50957247394761163,0.50935279727657679,0.5,0.5,0,True,,1
81,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.73290080549284675,0.34400589274288668,0.54506434270620585,0.5,0.5,0,True,,1
82,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.21547470120580875,0.71630875673873962,0.47218971813057437,0.5,0.5,0,True,,1
83,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.59452628622364811,0.77334144721372045,0.42672411245976316,0.5,0.5,0,True,,1
84,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.72878330510045009,0.5349121896043918,0.37530002830877551,0.5,0.5,0,True,,1
85,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.059044099790336452,0.81456958677177904,0.70555151477778566,0.5,0.5,0,True,,1
86,53,2,6,2.6000000000000001,2,15,4,0.61818181818181817,0.93333333333333335,0.41176470588235292,0.071428571428571425,0.77454545454545454,0.70588235294117652,0.23474178403755869,0.66666666666666663,0.24539877300613497,0.25,0.33738194464879251,0.79468928835200958,0.63203327938261444,0.5,0.5,0,True,,1
