sample_id,SLOT_MAIN_LENGTH,SLOT_MAIN_HEIGHT,PATCH_BRICK_1_SIDE_MARGIN,PATCH_BRICK_1_TOP_MARGIN,PATCH_BRICK_3_BOTTOM_MARGIN,PATCH_BRICK_2_HEIGHT_MARGIN,PATCH_BRICK_4_MARGIN,UPPER_CORNER_NOTCH_1_K1,UPPER_CORNER_NOTCH_1_K2,UPPER_CORNER_EAR_1_K1,UPPER_CORNER_EAR_1_K2,LOWER_CORNER_NOTCH_1_K1,LOWER_CORNER_NOTCH_1_K2,LOWER_CORNER_EAR_1_K1,LOWER_CORNER_EAR_1_K2,LOWER_CORNER_EAR_2_K1,LOWER_CORNER_EAR_2_K2,BRANCH_UP_1_K,BRANCH_UP_1_K2,BRANCH_UP_1_K3,BRANCH_DOWN_1_K,BRANCH_DOWN_1_K2,BRANCH_DOWN_1_K3
275,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.98,0.3,0.5,0.5,0.5,0
276,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.02,0.6,0.85,0.5,0.5,0
277,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.15714285714285714,0.6,0.85,0.5,0.5,0
278,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.2942857142857143,0.6,0.85,0.5,0.5,0
279,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3396806102169486,0.6,0.85,0.5,0.5,0
280,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.35468061021694863,0.6,0.85,0.5,0.5,0
281,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.36368061021694864,0.6,0.85,0.5,0.5,0
282,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.37568061021694865,0.6,0.85,0.5,0.5,0
283,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.38468061021694866,0.6,0.85,0.5,0.5,0
284,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3996806102169487,0.6,0.85,0.5,0.5,0
285,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.4314285714285715,0.6,0.85,0.5,0.5,0
286,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5685714285714286,0.6,0.85,0.5,0.5,0
287,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.6934042748472744,0.6,0.85,0.5,0.5,0
288,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.7057142857142857,0.6,0.85,0.5,0.5,0
289,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.7084042748472744,0.6,0.85,0.5,0.5,0
290,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.7174042748472744,0.6,0.85,0.5,0.5,0
291,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.7294042748472744,0.6,0.85,0.5,0.5,0
292,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.7384042748472744,0.6,0.85,0.5,0.5,0
293,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.7534042748472745,0.6,0.85,0.5,0.5,0
294,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.842857142857143,0.6,0.85,0.5,0.5,0
295,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.98,0.6,0.85,0.5,0.5,0
296,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.02,0.15,0.3,0.5,0.5,0
297,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.15714285714285714,0.15,0.3,0.5,0.5,0
298,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.2942857142857143,0.15,0.3,0.5,0.5,0
299,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.4314285714285715,0.15,0.3,0.5,0.5,0
300,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5119276340264725,0.15,0.3,0.5,0.5,0
301,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5269276340264725,0.15,0.3,0.5,0.5,0
302,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5359276340264725,0.15,0.3,0.5,0.5,0
303,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5479276340264725,0.15,0.3,0.5,0.5,0
304,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5569276340264725,0.15,0.3,0.5,0.5,0
305,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5685714285714286,0.15,0.3,0.5,0.5,0
306,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5719276340264725,0.15,0.3,0.5,0.5,0
307,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.7057142857142857,0.15,0.3,0.5,0.5,0
308,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.842857142857143,0.15,0.3,0.5,0.5,0
309,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.8623654962601817,0.15,0.3,0.5,0.5,0
310,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.8773654962601817,0.15,0.3,0.5,0.5,0
311,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.8863654962601817,0.15,0.3,0.5,0.5,0
312,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.8983654962601817,0.15,0.3,0.5,0.5,0
313,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.9073654962601817,0.15,0.3,0.5,0.5,0
314,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.9223654962601817,0.15,0.3,0.5,0.5,0
315,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.98,0.15,0.3,0.5,0.5,0
316,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3343361944901315,0.7271338343112717,0.5497032229428268,0.5,0.5,0
317,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.34433619449013153,0.7271338343112717,0.5497032229428268,0.5,0.5,0
318,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.4116437211192042,0.4363645466016732,0.5095300448674126,0.5,0.5,0
319,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.42164372111920423,0.4363645466016732,0.5095300448674126,0.5,0.5,0
320,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5735358782698935,0.08293907323112333,0.24061531599353614,0.5,0.5,0
321,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5835358782698935,0.08293907323112333,0.24061531599353614,0.5,0.5,0
322,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.33052295044251256,0.7445544068584312,0.8785803786954735,0.5,0.5,0
323,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3405229504425126,0.7445544068584312,0.8785803786954735,0.5,0.5,0
324,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.30874854372258775,0.8511672083969382,0.2772602332172085,0.5,0.5,0
325,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.31874854372258776,0.8511672083969382,0.2772602332172085,0.5,0.5,0
326,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.29749421160322675,0.911548285209436,0.26269446930725787,0.5,0.5,0
327,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.30749421160322676,0.911548285209436,0.26269446930725787,0.5,0.5,0
328,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3965253588071742,0.48526571780952005,0.5133488747472206,0.5,0.5,0
329,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.4065253588071742,0.48526571780952005,0.5133488747472206,0.5,0.5,0
330,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3608404433936403,0.6150450728955766,0.35159678697539387,0.5,0.5,0
331,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3708404433936403,0.6150450728955766,0.35159678697539387,0.5,0.5,0
332,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3546879772673872,0.6397481649223346,0.7653314991648513,0.5,0.5,0
333,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3646879772673872,0.6397481649223346,0.7653314991648513,0.5,0.5,0
334,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.32970119390272556,0.7483554635694615,0.31795800913332684,0.5,0.5,0
335,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3397011939027256,0.7483554635694615,0.31795800913332684,0.5,0.5,0
336,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.4360424865875626,0.36389599541004597,0.43810492753779406,0.5,0.5,0
337,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.4460424865875626,0.36389599541004597,0.43810492753779406,0.5,0.5,0
338,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.44920466449326446,0.32775893485419444,0.8310865389194437,0.5,0.5,0
339,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.45920466449326447,0.32775893485419444,0.8310865389194437,0.5,0.5,0
340,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3922886929237155,0.499570936396783,0.875116479799019,0.5,0.5,0
341,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.4022886929237155,0.499570936396783,0.875116479799019,0.5,0.5,0
342,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3449810928688909,0.6802983469408378,0.26486173717387573,0.5,0.5,0
343,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3549810928688909,0.6802983469408378,0.26486173717387573,0.5,0.5,0
344,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3356700956492794,0.7211224544158866,0.8473579054463954,0.5,0.5,0
345,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3456700956492794,0.7211224544158866,0.8473579054463954,0.5,0.5,0
346,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3952238873551065,0.48963052654471856,0.5383120654290874,0.5,0.5,0
347,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.4052238873551065,0.48963052654471856,0.5383120654290874,0.5,0.5,0
348,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5289945934171364,0.16325855403567802,0.30682562246303524,0.5,0.5,0
349,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.5389945934171364,0.16325855403567802,0.30682562246303524,0.5,0.5,0
350,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3555531773770363,0.63622939143325,0.6896489858222965,0.5,0.5,0
351,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.3655531773770363,0.63622939143325,0.6896489858222965,0.5,0.5,0
352,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.8323127031445802,0.37799912417751275,0.3406602141760479,0.5,0.5,0
353,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.8423127031445802,0.37799912417751275,0.3406602141760479,0.5,0.5,0
354,53,2,6,2.6,2,15,4,0.618181818181818,0.9333333333333332,0.4117647058823529,0.0714285714285714,0.7745454545454545,0.7058823529411765,0.2347417840375586,0.6666666666666666,0.2453987730061349,0.25,0.6278752178297305,0.6883903524311509,0.9310888165502209,0.5,0.5,0
